miRNA_Acc.,Target_Genes,Total_Interactions,Mean_Expectation,Median_Expectation,Minimum_Expectation,Interactions_LE_1,Interactions_LE_2,Interactions_LE_3,Cleavage_Interactions,Translation_Repression_Interactions
gma-miR1516a-3p,97,99,4.48989898989899,4.5,3.0,0,0,2,87,12
gma-miR4374b,97,99,4.429292929292929,4.5,3.0,0,0,2,74,25
gra-miR7484n,97,99,4.161616161616162,4.5,1.5,0,4,16,83,16
mtr-miR2667a,97,99,4.651515151515151,5.0,3.0,0,0,1,85,14
mtr-miR2667b,97,99,4.651515151515151,5.0,3.0,0,0,1,85,14
osa-miR1866-3p,97,99,4.363636363636363,4.5,2.5,0,0,5,76,23
osa-miR1879,97,99,4.313131313131313,4.5,2.0,0,1,9,88,11
rgl-miR7802,97,99,4.287878787878788,4.5,2.5,0,0,6,90,9
rgl-miR7803b-5p,97,99,4.494949494949495,4.5,3.0,0,0,2,70,29
aly-miR3442-3p,97,98,4.392857142857143,4.5,2.5,0,0,7,78,20
aly-miR824-5p,97,98,4.331632653061225,4.5,1.5,0,1,8,73,25
aly-miR860-3p,97,98,4.372448979591836,4.5,3.0,0,0,4,78,20
aqc-miR168,97,98,4.48469387755102,4.5,2.5,0,0,6,79,19
ath-miR8177,97,98,4.285714285714286,4.5,2.5,0,0,7,84,14
ath-miR824-5p,97,98,4.331632653061225,4.5,1.5,0,1,8,73,25
bdi-miR5172-3p,97,98,4.418367346938775,4.5,2.0,0,1,4,81,17
bna-miR824,97,98,4.331632653061225,4.5,1.5,0,1,8,73,25
bol-miR824,97,98,4.331632653061225,4.5,1.5,0,1,8,73,25
bra-miR400-3p,97,98,4.543367346938775,4.5,3.0,0,0,1,83,15
bra-miR824,97,98,4.331632653061225,4.5,1.5,0,1,8,73,25
bra-miR9553-3p,97,98,4.239795918367347,4.5,2.0,0,1,10,77,21
gra-miR8765,97,98,4.494897959183674,4.5,3.0,0,0,3,82,16
mtr-miR4414b,97,98,4.535714285714286,4.5,2.0,0,1,2,81,17
nta-miR6025a,97,98,4.36734693877551,4.5,2.0,0,1,6,78,20
osa-miR1855,97,98,4.331632653061225,4.5,2.5,0,0,4,81,17
ppt-miR1079-3p,97,98,4.469387755102041,4.5,3.0,0,0,3,73,25
pta-miR171,97,98,4.607142857142857,4.5,3.0,0,0,1,80,18
ptc-miR7825,97,98,4.454081632653061,4.5,3.5,0,0,0,84,14
stu-miR6025,97,98,4.36734693877551,4.5,2.0,0,1,6,78,20
stu-miR8038a-5p,97,98,4.413265306122449,4.5,1.5,0,1,5,72,26
stu-miR8038b-5p,97,98,4.413265306122449,4.5,1.5,0,1,5,72,26
vvi-miR845c,97,98,4.530612244897959,4.5,3.0,0,0,1,73,25
ata-miR395b-5p,97,97,4.510309278350515,4.5,3.5,0,0,0,75,22
ath-miR5014a-5p,97,97,4.469072164948454,4.5,2.5,0,0,4,91,6
ath-miR5638a,97,97,4.489690721649485,4.5,2.5,0,0,4,78,19
ath-miR853,97,97,4.020618556701031,4.0,2.0,0,1,7,87,10
gra-miR8652,97,97,4.347938144329897,4.5,3.0,0,0,5,76,21
lja-miR7524,97,97,4.572164948453608,4.5,3.0,0,0,2,79,18
osa-miR1861n,97,97,4.43298969072165,4.5,2.0,0,1,7,75,22
osa-miR5486,97,97,4.463917525773196,4.5,3.0,0,0,4,79,18
osa-miR6251,97,97,4.520618556701031,4.5,2.5,0,0,5,73,24
ppt-miR1038-3p,97,97,4.355670103092783,4.5,3.0,0,0,6,89,8
ppt-miR1058,97,97,4.556701030927835,4.5,3.0,0,0,3,84,13
stu-miR397-3p,97,97,4.5,4.5,2.5,0,0,2,76,21
ath-miR835-3p,96,101,4.51980198019802,4.5,2.0,0,1,2,73,28
cca-miR6118-3p,96,101,4.173267326732673,4.0,2.0,0,1,13,75,26
stu-miR8004,96,101,4.3316831683168315,4.5,1.5,0,2,8,84,17
bra-miR9564-3p,96,100,4.41,4.5,3.0,0,0,2,82,18
csi-miR857,96,100,4.235,4.5,2.5,0,0,11,84,16
mtr-miR169h,96,100,4.515,4.5,1.5,0,1,5,88,12
mtr-miR169i,96,100,4.515,4.5,1.5,0,1,5,88,12
mtr-miR5222,96,100,4.325,4.5,2.5,0,0,9,83,17
nta-miR477a,96,100,4.4,4.5,1.5,0,2,5,85,15
osa-miR2876-3p,96,100,4.465,4.5,3.0,0,0,4,83,17
bcy-miR156,96,99,4.217171717171717,4.5,1.5,0,3,13,85,14
bgy-miR156,96,99,4.217171717171717,4.5,1.5,0,3,13,85,14
bra-miR164e-5p,96,99,4.196969696969697,4.5,0.0,4,4,10,80,19
cre-miR1144a.1,96,99,4.6313131313131315,4.5,3.5,0,0,0,83,16
hvu-miR6205,96,99,4.363636363636363,4.5,2.0,0,1,6,85,14
mtr-miR5224b,96,99,4.388888888888889,4.5,2.5,0,0,3,78,21
ppt-miR1034,96,99,4.4393939393939394,4.5,2.5,0,0,5,85,14
ppt-miR1079-5p,96,99,4.141414141414141,4.5,2.0,0,1,8,88,11
smo-miR1086,96,99,4.484848484848484,4.5,3.5,0,0,0,68,31
zma-miR162-5p,96,99,4.53030303030303,4.5,2.5,0,0,4,85,14
aly-miR169b-5p,96,98,4.5,4.5,2.0,0,1,6,76,22
aly-miR169c-5p,96,98,4.5,4.5,2.0,0,1,6,76,22
aqc-miR169c,96,98,4.5,4.5,2.0,0,1,6,76,22
aqc-miR482a,96,98,4.229591836734694,4.5,2.5,0,0,13,72,26
aqc-miR482b,96,98,4.229591836734694,4.5,2.5,0,0,13,72,26
aqc-miR482c,96,98,4.229591836734694,4.5,2.5,0,0,13,72,26
ata-miR169d-5p,96,98,4.5,4.5,2.0,0,1,6,76,22
ath-miR169b-5p,96,98,4.5,4.5,2.0,0,1,6,76,22
ath-miR169c,96,98,4.5,4.5,2.0,0,1,6,76,22
bdi-miR169c-5p,96,98,4.5,4.5,2.0,0,1,6,76,22
bdi-miR169f,96,98,4.5,4.5,2.0,0,1,6,76,22
bdi-miR5200c,96,98,4.535714285714286,4.5,2.0,0,1,3,79,19
bdi-miR7751-5p,96,98,4.418367346938775,4.5,2.5,0,0,2,77,21
bna-miR169n,96,98,4.5,4.5,2.0,0,1,6,76,22
cme-miR169f,96,98,4.5,4.5,2.0,0,1,6,76,22
cme-miR169h,96,98,4.5,4.5,2.0,0,1,6,76,22
ghr-miR7508,96,98,4.438775510204081,4.5,2.5,0,0,2,79,19
gma-miR169a,96,98,4.5,4.5,2.0,0,1,6,76,22
gma-miR169f,96,98,4.5,4.5,2.0,0,1,6,76,22
gma-miR169g,96,98,4.5,4.5,2.0,0,1,6,76,22
gma-miR169m,96,98,4.5,4.5,2.0,0,1,6,76,22
lja-miR7516-5p,96,98,4.36734693877551,4.5,2.5,0,0,4,82,16
mdm-miR169a,96,98,4.5,4.5,2.0,0,1,6,76,22
mes-miR169a,96,98,4.5,4.5,2.0,0,1,6,76,22
mes-miR169b,96,98,4.5,4.5,2.0,0,1,6,76,22
mes-miR169c,96,98,4.5,4.5,2.0,0,1,6,76,22
mes-miR169d,96,98,4.5,4.5,2.0,0,1,6,76,22
mes-miR169e,96,98,4.5,4.5,2.0,0,1,6,76,22
mtr-miR169b,96,98,4.5,4.5,2.0,0,1,6,76,22
mtr-miR169g,96,98,4.5,4.5,2.0,0,1,6,76,22
mtr-miR169l-5p,96,98,4.5,4.5,2.0,0,1,6,76,22
nta-miR169q,96,98,4.5,4.5,2.0,0,1,6,76,22
nta-miR169r,96,98,4.5,4.5,2.0,0,1,6,76,22
nta-miR169s,96,98,4.5,4.5,2.0,0,1,6,76,22
nta-miR6158a,96,98,4.566326530612245,5.0,3.0,0,0,3,94,4
nta-miR6158b,96,98,4.566326530612245,5.0,3.0,0,0,3,94,4
nta-miR6158c,96,98,4.566326530612245,5.0,3.0,0,0,3,94,4
osa-miR169b,96,98,4.5,4.5,2.0,0,1,6,76,22
osa-miR169c,96,98,4.5,4.5,2.0,0,1,6,76,22
ptc-miR169d,96,98,4.5,4.5,2.0,0,1,6,76,22
ptc-miR169e,96,98,4.5,4.5,2.0,0,1,6,76,22
ptc-miR169f,96,98,4.5,4.5,2.0,0,1,6,76,22
ptc-miR169g,96,98,4.5,4.5,2.0,0,1,6,76,22
ptc-miR169h,96,98,4.5,4.5,2.0,0,1,6,76,22
ptc-miR169p,96,98,4.5,4.5,2.0,0,1,6,76,22
rco-miR169a,96,98,4.5,4.5,2.0,0,1,6,76,22
rco-miR169b,96,98,4.5,4.5,2.0,0,1,6,76,22
sbi-miR169b,96,98,4.5,4.5,2.0,0,1,6,76,22
sbi-miR169k,96,98,4.5,4.5,2.0,0,1,6,76,22
sly-miR169a,96,98,4.5,4.5,2.0,0,1,6,76,22
stu-miR156d-3p,96,98,4.464285714285714,4.5,3.0,0,0,1,80,18
stu-miR167a-3p,96,98,4.576530612244898,4.5,3.0,0,0,1,92,6
tcc-miR169b,96,98,4.5,4.5,2.0,0,1,6,76,22
tcc-miR169k,96,98,4.5,4.5,2.0,0,1,6,76,22
tcc-miR169l,96,98,4.5,4.5,2.0,0,1,6,76,22
vun-miR169,96,98,4.5,4.5,2.0,0,1,6,76,22
vvi-miR169a,96,98,4.5,4.5,2.0,0,1,6,76,22
vvi-miR169c,96,98,4.5,4.5,2.0,0,1,6,76,22
vvi-miR169j,96,98,4.5,4.5,2.0,0,1,6,76,22
vvi-miR169k,96,98,4.5,4.5,2.0,0,1,6,76,22
vvi-miR169s,96,98,4.5,4.5,2.0,0,1,6,76,22
vvi-miR169w,96,98,4.5,4.5,2.0,0,1,6,76,22
zma-miR169c-5p,96,98,4.5,4.5,2.0,0,1,6,76,22
zma-miR169r-5p,96,98,4.5,4.5,2.0,0,1,6,76,22
aly-miR472-5p,96,97,4.56701030927835,4.5,3.0,0,0,3,87,10
ath-miR472-5p,96,97,4.56701030927835,4.5,3.0,0,0,3,87,10
ath-miR5014b,96,97,4.551546391752577,4.5,3.0,0,0,1,66,31
bdi-miR395o-5p,96,97,4.438144329896907,4.5,2.5,0,0,2,87,10
bdi-miR7742-5p,96,97,4.61340206185567,5.0,3.5,0,0,0,71,26
csi-miR479,96,97,4.469072164948454,4.5,3.0,0,0,1,80,17
gma-miR1524,96,97,4.463917525773196,4.5,2.5,0,0,3,80,17
gra-miR7492d,96,97,4.231958762886598,4.5,2.5,0,0,10,79,18
hme-miR-193-5p,96,97,4.448453608247423,4.5,3.0,0,0,4,78,19
hvu-miR6208,96,97,4.489690721649485,4.5,2.5,0,0,2,86,11
mes-miR394c,96,97,4.252577319587629,4.5,1.5,0,1,10,72,25
mtr-miR2089-5p,96,97,4.221649484536083,4.5,2.0,0,1,9,90,7
mtr-miR5291a,96,97,4.180412371134021,4.5,2.0,0,1,9,75,22
mtr-miR5291b,96,97,4.180412371134021,4.5,2.0,0,1,9,75,22
mtr-miR5291c,96,97,4.180412371134021,4.5,2.0,0,1,9,75,22
osa-miR5073,96,97,4.360824742268041,4.5,3.0,0,0,5,86,11
tcc-miR399f,96,97,4.551546391752577,4.5,3.5,0,0,0,84,13
vvi-miR394a,96,97,4.252577319587629,4.5,1.5,0,1,10,72,25
vvi-miR394c,96,97,4.252577319587629,4.5,1.5,0,1,10,72,25
zma-miR169c-3p,96,97,4.288659793814433,4.5,1.5,0,3,8,81,16
zma-miR171c-5p,96,97,4.525773195876289,4.5,3.5,0,0,0,75,22
aly-miR774a-5p.1,96,96,4.567708333333333,4.5,3.5,0,0,0,87,9
bdi-miR162,96,96,4.5234375,4.5,3.0,0,0,2,79,17
bdi-miR5173-3p,96,96,4.583333333333333,4.5,1.5,0,1,2,85,11
bra-miR9568-3p,96,96,4.5625,4.5,3.0,0,0,1,85,11
cpa-miR169,96,96,4.473958333333333,4.5,1.5,0,1,6,82,14
esi-miR8618b,96,96,4.541666666666667,4.75,3.0,0,0,2,87,9
ghr-miR7510a,96,96,4.286458333333333,4.5,1.5,0,2,8,80,16
gma-miR1513a-3p,96,96,4.447916666666667,4.5,2.0,0,1,4,84,12
gra-miR5741,96,96,4.619791666666667,4.5,3.5,0,0,0,76,20
gra-miR7484h,96,96,4.53125,4.5,3.0,0,0,1,75,21
gra-miR7484i,96,96,4.53125,4.5,3.0,0,0,1,75,21
gra-miR8678,96,96,4.546875,4.5,3.0,0,0,2,79,17
mes-miR535a,96,96,4.567708333333333,4.5,2.5,0,0,1,86,10
nta-miR6146a,96,96,4.348958333333333,4.5,2.5,0,0,4,80,16
osa-miR1428b,96,96,4.393229166666667,4.5,2.5,0,0,5,75,21
osa-miR1428c,96,96,4.393229166666667,4.5,2.5,0,0,5,75,21
osa-miR1428d,96,96,4.393229166666667,4.5,2.5,0,0,5,75,21
osa-miR5818,96,96,4.5703125,4.5,3.0,0,0,1,80,16
pab-miR3705,96,96,4.411458333333333,4.5,2.5,0,0,6,71,25
pde-miR946,96,96,4.442708333333333,4.5,2.0,0,1,4,76,20
ppt-miR1050,96,96,4.442708333333333,4.5,2.5,0,0,7,80,16
ppt-miR533a-5p,96,96,4.473958333333333,4.5,3.0,0,0,5,80,16
pta-miR946a-3p,96,96,4.442708333333333,4.5,2.0,0,1,4,76,20
pta-miR946b,96,96,4.442708333333333,4.5,2.0,0,1,4,76,20
ptc-miR6473,96,96,4.432291666666667,4.5,2.0,0,1,3,64,32
ssp-miR1432,96,96,4.411458333333333,4.5,2.5,0,0,7,74,22
stu-miR8032d-3p,96,96,4.401041666666667,4.5,3.0,0,0,2,89,7
stu-miR8046-5p,96,96,4.46875,4.5,2.5,0,0,5,75,21
tae-miR1124,96,96,4.4375,4.5,3.5,0,0,0,77,19
mtr-miR1510b-5p,95,102,4.450980392156863,4.5,2.0,0,2,5,77,25
hme-miR-282,95,100,4.1375,4.375,2.5,0,0,17,81,19
aly-miR831-3p,95,99,4.2272727272727275,4.5,2.0,0,1,9,86,13
pde-miR482d,95,99,4.252525252525253,4.5,2.5,0,0,8,68,31
aly-miR3439-3p,95,98,4.196428571428571,4.5,1.5,0,1,8,72,26
cre-miR1152,95,98,4.576530612244898,4.5,3.5,0,0,0,71,27
gra-miR8774,95,98,4.122448979591836,4.0,2.0,0,1,13,80,18
hme-miR-281,95,98,4.438775510204081,4.5,1.5,0,3,6,88,10
hme-miR-981,95,98,4.423469387755102,4.5,3.0,0,0,2,84,14
nta-miR171a,95,98,4.566326530612245,4.5,2.5,0,0,2,81,17
sly-miR171c,95,98,4.566326530612245,4.5,2.5,0,0,2,81,17
ath-miR5651,95,97,4.479381443298969,4.5,2.0,0,1,1,81,16
ath-miR5661,95,97,4.474226804123711,4.5,3.0,0,0,2,84,13
cre-miR1157-3p,95,97,4.5,4.5,3.0,0,0,4,66,31
gma-miR390a-3p,95,97,4.484536082474227,4.5,2.5,0,0,4,82,15
gma-miR390c,95,97,4.484536082474227,4.5,2.5,0,0,4,82,15
gma-miR393h,95,97,4.170103092783505,4.5,1.0,3,3,12,82,15
gma-miR393i,95,97,4.170103092783505,4.5,1.0,3,3,12,82,15
gma-miR393j,95,97,4.170103092783505,4.5,1.0,3,3,12,82,15
gma-miR393k,95,97,4.170103092783505,4.5,1.0,3,3,12,82,15
mes-miR390,95,97,4.484536082474227,4.5,2.5,0,0,4,82,15
mtr-miR171a,95,97,4.463917525773196,4.5,1.0,1,1,3,66,31
vvi-miR169l,95,97,4.510309278350515,4.5,1.5,0,2,4,81,16
ahy-miR160-3p,95,96,4.484375,4.5,3.0,0,0,1,84,12
aly-miR4231,95,96,4.354166666666667,4.5,2.0,0,1,3,85,11
aly-miR4240,95,96,4.5625,4.5,3.0,0,0,1,79,17
cre-miR911,95,96,4.510416666666667,4.5,3.0,0,0,4,81,15
cre-miR918,95,96,4.604166666666667,4.5,2.5,0,0,1,64,32
csi-miR535,95,96,4.458333333333333,4.5,2.0,0,1,5,75,21
gma-miR4363,95,96,4.536458333333333,4.5,2.5,0,0,1,79,17
gra-miR1446,95,96,4.4140625,4.5,0.0,1,3,4,72,24
hme-miR-184,95,96,4.4375,4.5,2.5,0,0,4,77,19
hme-miR-1a,95,96,4.296875,4.5,2.5,0,0,8,80,16
hvu-miR6178,95,96,4.380208333333333,4.5,2.5,0,0,3,91,5
mtr-miR2660,95,96,4.552083333333333,4.5,2.5,0,0,3,83,13
mtr-miR5211,95,96,4.53125,4.5,2.5,0,0,1,89,7
nta-miR6145c,95,96,4.572916666666667,4.5,2.5,0,0,1,73,23
osa-miR2118i,95,96,4.40625,4.5,1.5,0,1,6,73,23
stu-miR8048-3p,95,96,4.510416666666667,4.5,2.0,0,1,1,76,20
vvi-miR399g,95,96,4.489583333333333,4.5,3.5,0,0,0,82,14
aly-miR3438-5p,95,95,4.447368421052632,4.5,2.0,0,2,5,78,17
aly-miR398a-3p,95,95,4.605263157894737,4.5,3.0,0,0,1,68,27
aqc-miR398a,95,95,4.605263157894737,4.5,3.0,0,0,1,68,27
ath-miR398a-3p,95,95,4.605263157894737,4.5,3.0,0,0,1,68,27
bol-miR398a-3p,95,95,4.605263157894737,4.5,3.0,0,0,1,68,27
cme-miR398b,95,95,4.605263157894737,4.5,3.0,0,0,1,68,27
csi-miR398,95,95,4.605263157894737,4.5,3.0,0,0,1,68,27
ghr-miR398,95,95,4.605263157894737,4.5,3.0,0,0,1,68,27
gma-miR398a,95,95,4.605263157894737,4.5,3.0,0,0,1,68,27
gma-miR398b,95,95,4.605263157894737,4.5,3.0,0,0,1,68,27
gra-miR398,95,95,4.605263157894737,4.5,3.0,0,0,1,68,27
hme-miR-276,95,95,4.431578947368421,4.5,2.5,0,0,3,73,22
mdm-miR398a,95,95,4.605263157894737,4.5,3.0,0,0,1,68,27
mtr-miR1507-3p,95,95,4.368421052631579,4.5,2.0,0,2,6,67,28
mtr-miR398a-3p,95,95,4.605263157894737,4.5,3.0,0,0,1,68,27
mtr-miR5209,95,95,4.436842105263158,4.5,3.0,0,0,3,82,13
osa-miR398a,95,95,4.605263157894737,4.5,3.0,0,0,1,68,27
osa-miR5337b,95,95,4.468421052631579,4.5,2.5,0,0,4,70,25
ptc-miR398a,95,95,4.605263157894737,4.5,3.0,0,0,1,68,27
rco-miR398a,95,95,4.605263157894737,4.5,3.0,0,0,1,68,27
tcc-miR398b,95,95,4.605263157894737,4.5,3.0,0,0,1,68,27
vvi-miR398a,95,95,4.605263157894737,4.5,3.0,0,0,1,68,27
gra-miR8676,94,102,4.254901960784314,4.5,2.5,0,0,9,86,16
ath-miR8166,94,98,4.219387755102041,4.5,2.5,0,0,7,78,20
osa-miR2102-3p,94,98,4.479591836734694,4.5,1.5,0,2,3,85,13
osa-miR2118p,94,98,4.438775510204081,4.5,2.5,0,0,5,78,20
bdi-miR5063,94,97,4.365979381443299,4.5,3.0,0,0,4,70,27
cre-miR909.1,94,97,4.61340206185567,5.0,3.0,0,0,1,78,19
esi-miR3454e-5p,94,97,4.304123711340206,4.5,2.0,0,2,12,74,23
hme-miR-263a,94,97,4.489690721649485,4.5,3.5,0,0,0,85,12
stu-miR8022,94,97,3.7371134020618557,4.0,1.5,0,16,30,75,22
tae-miR1120b-3p,94,97,4.381443298969073,4.5,3.0,0,0,3,77,20
ata-miR169f-3p,94,96,4.395833333333333,4.5,2.5,0,0,7,80,16
ath-miR157a-3p,94,96,4.40625,4.5,2.5,0,0,5,71,25
ath-miR157b-3p,94,96,4.40625,4.5,2.5,0,0,5,71,25
ath-miR4228-5p,94,96,4.463541666666667,4.5,2.0,0,1,7,78,18
cca-miR169b,94,96,4.416666666666667,4.5,2.5,0,0,5,81,15
esi-miR3454a-5p,94,96,4.34375,4.5,1.0,1,1,10,69,27
esi-miR3454b-5p,94,96,4.34375,4.5,1.0,1,1,10,69,27
esi-miR3454c-5p,94,96,4.34375,4.5,1.0,1,1,10,69,27
gma-miR169u,94,96,4.484375,4.5,2.0,0,1,6,75,21
gma-miR482b-3p,94,96,4.270833333333333,4.5,1.5,0,3,8,56,40
gma-miR482d-3p,94,96,4.270833333333333,4.5,1.5,0,3,8,56,40
lja-miR7536a,94,96,4.578125,4.5,3.0,0,0,2,74,22
lja-miR7536b,94,96,4.578125,4.5,3.0,0,0,2,74,22
osa-miR1437b-3p,94,96,3.9010416666666665,4.0,1.5,0,1,30,54,42
osa-miR169i-3p,94,96,4.536458333333333,4.5,3.0,0,0,2,81,15
osa-miR5526,94,96,4.390625,4.5,1.5,0,2,6,85,11
ptc-miR6465,94,96,4.385416666666667,4.5,1.5,0,1,6,79,17
sly-miR6027-3p,94,96,4.21875,4.5,2.0,0,1,15,58,38
stu-miR6027,94,96,4.21875,4.5,2.0,0,1,15,58,38
tae-miR9658-3p,94,96,4.484375,4.5,2.5,0,0,4,76,20
ata-miR9776-3p,94,95,4.61578947368421,5.0,3.5,0,0,0,81,14
ath-miR3932a,94,95,4.352631578947369,4.5,3.0,0,0,8,75,20
ath-miR3932b-3p,94,95,4.352631578947369,4.5,3.0,0,0,8,75,20
ath-miR774a,94,95,4.568421052631579,4.5,1.5,0,1,4,74,21
ath-miR8170-5p,94,95,4.568421052631579,4.5,3.0,0,0,3,56,39
bdi-miR5179,94,95,4.563157894736842,4.5,3.0,0,0,3,81,14
bdi-miR7777-3p.1,94,95,4.36578947368421,4.5,2.5,0,0,6,69,26
cre-miR905-3p,94,95,4.526315789473684,4.5,2.0,0,1,3,79,16
dpr-miR160,94,95,4.226315789473684,4.5,0.5,4,7,10,71,24
ghr-miR2948-5p,94,95,4.326315789473684,4.5,2.5,0,0,5,77,18
gra-miR7484e,94,95,4.5473684210526315,4.5,2.0,0,1,1,81,14
gra-miR7502d,94,95,4.28421052631579,4.5,2.5,0,0,9,76,19
mtr-miR2648,94,95,4.447368421052632,4.5,2.5,0,0,3,79,16
mtr-miR5224a,94,95,4.531578947368421,4.5,3.0,0,0,1,80,15
mtr-miR5231,94,95,4.58421052631579,4.5,3.0,0,0,1,71,24
osa-miR5179,94,95,4.563157894736842,4.5,3.0,0,0,3,81,14
osa-miR5534a,94,95,4.447368421052632,4.5,2.5,0,0,4,79,16
ppt-miR160g,94,95,4.226315789473684,4.5,0.5,4,7,10,71,24
ptc-miR6428,94,95,4.310526315789474,4.5,2.5,0,0,7,75,20
ptc-miR6441,94,95,4.473684210526316,4.5,2.5,0,0,2,82,13
zma-miR159c-5p,94,95,4.38421052631579,4.5,2.0,0,1,4,83,12
zma-miR159d-5p,94,95,4.38421052631579,4.5,2.0,0,1,4,83,12
zma-miR171l-5p,94,95,4.594736842105263,4.5,2.0,0,3,4,78,17
aqc-miR167,94,94,4.191489361702128,4.5,2.0,0,6,10,76,18
cme-miR167e,94,94,4.191489361702128,4.5,2.0,0,6,10,76,18
cme-miR169r,94,94,4.542553191489362,4.5,1.0,1,1,2,78,16
cre-miR1170.1,94,94,4.4361702127659575,4.5,1.0,1,4,5,83,11
gma-miR4392,94,94,4.281914893617022,4.0,2.5,0,0,2,81,13
gma-miR4395,94,94,4.361702127659575,4.5,2.0,0,1,6,80,14
gma-miR4414-3p,94,94,4.569148936170213,4.75,2.5,0,0,3,72,22
gma-miR5037d,94,94,4.579787234042553,4.5,3.5,0,0,0,65,29
hbr-miR408b,94,94,4.404255319148936,4.5,2.0,0,1,4,86,8
mes-miR169i,94,94,4.542553191489362,4.5,1.0,1,1,2,78,16
mes-miR169j,94,94,4.542553191489362,4.5,1.0,1,1,2,78,16
mes-miR169k,94,94,4.542553191489362,4.5,1.0,1,1,2,78,16
mtr-miR172d-5p,94,94,4.037234042553192,4.0,2.0,0,1,14,76,18
osa-miR5083,94,94,4.457446808510638,4.5,2.0,0,1,4,80,14
osa-miR5496,94,94,4.50531914893617,4.5,3.0,0,0,3,85,9
pde-miR949a,94,94,4.50531914893617,4.5,2.5,0,0,4,79,15
ptc-miR169t,94,94,4.542553191489362,4.5,1.0,1,1,2,78,16
rgl-miR7804-3p,94,94,4.462765957446808,4.5,3.0,0,0,3,78,16
smo-miR1101-5p,94,94,4.5611702127659575,4.5,2.5,0,0,1,66,28
stu-miR8042,94,94,4.48404255319149,4.5,3.0,0,0,3,81,13
mtr-miR156i-3p,93,98,4.091836734693878,4.5,2.0,0,1,19,87,11
cre-miR1163.2,93,97,4.706185567010309,5.0,3.0,0,0,2,86,11
smo-miR1087,93,97,4.536082474226804,4.5,2.0,0,1,2,82,15
ath-miR169g-3p,93,96,4.4375,4.5,2.5,0,0,4,89,7
osa-miR2095-5p,93,96,4.403645833333333,4.5,3.0,0,0,4,83,13
ptc-miR6427-5p,93,96,4.3125,4.5,3.0,0,0,4,92,4
sly-miR482c,93,96,4.328125,4.5,2.5,0,0,6,64,32
stu-miR482e-3p,93,96,4.328125,4.5,2.5,0,0,6,64,32
aly-miR169a-5p,93,95,4.5,4.5,2.0,0,1,6,71,24
ata-miR169e-5p,93,95,4.5,4.5,2.0,0,1,6,71,24
ata-miR169f-5p,93,95,4.5,4.5,2.0,0,1,6,71,24
ata-miR169g-5p,93,95,4.5,4.5,2.0,0,1,6,71,24
ath-miR169a-5p,93,95,4.5,4.5,2.0,0,1,6,71,24
ath-miR5024-5p,93,95,4.410526315789474,4.5,2.0,0,1,5,81,14
bdi-miR169a-5p,93,95,4.5,4.5,2.0,0,1,6,71,24
bdi-miR7769-5p,93,95,4.621052631578947,4.5,3.0,0,0,1,76,19
bna-miR169a,93,95,4.5,4.5,2.0,0,1,6,71,24
bna-miR169b,93,95,4.5,4.5,2.0,0,1,6,71,24
gma-miR169b,93,95,4.5,4.5,2.0,0,1,6,71,24
mes-miR169g,93,95,4.5,4.5,2.0,0,1,6,71,24
mtr-miR169a,93,95,4.5,4.5,2.0,0,1,6,71,24
nta-miR169a,93,95,4.5,4.5,2.0,0,1,6,71,24
nta-miR169b,93,95,4.5,4.5,2.0,0,1,6,71,24
nta-miR169c,93,95,4.5,4.5,2.0,0,1,6,71,24
nta-miR169d,93,95,4.5,4.5,2.0,0,1,6,71,24
nta-miR169e,93,95,4.5,4.5,2.0,0,1,6,71,24
nta-miR169f,93,95,4.5,4.5,2.0,0,1,6,71,24
nta-miR169g,93,95,4.5,4.5,2.0,0,1,6,71,24
nta-miR169h,93,95,4.5,4.5,2.0,0,1,6,71,24
nta-miR169i,93,95,4.5,4.5,2.0,0,1,6,71,24
nta-miR169j,93,95,4.5,4.5,2.0,0,1,6,71,24
nta-miR169k,93,95,4.5,4.5,2.0,0,1,6,71,24
nta-miR169l,93,95,4.5,4.5,2.0,0,1,6,71,24
nta-miR169m,93,95,4.5,4.5,2.0,0,1,6,71,24
nta-miR169o,93,95,4.5,4.5,2.0,0,1,6,71,24
nta-miR169p,93,95,4.5,4.5,2.0,0,1,6,71,24
osa-miR169a,93,95,4.5,4.5,2.0,0,1,6,71,24
osa-miR1861e,93,95,4.389473684210526,4.5,2.5,0,0,7,83,12
osa-miR1861k,93,95,4.389473684210526,4.5,2.5,0,0,7,83,12
osa-miR1861m,93,95,4.389473684210526,4.5,2.5,0,0,7,83,12
osa-miR2103,93,95,4.505263157894737,4.5,3.0,0,0,1,84,11
pde-miR3704b,93,95,4.368421052631579,4.5,3.0,0,0,3,88,7
ptc-miR169a,93,95,4.5,4.5,2.0,0,1,6,71,24
ptc-miR169b-5p,93,95,4.5,4.5,2.0,0,1,6,71,24
ptc-miR169c,93,95,4.5,4.5,2.0,0,1,6,71,24
sbi-miR169a,93,95,4.5,4.5,2.0,0,1,6,71,24
sly-miR169c,93,95,4.5,4.5,2.0,0,1,6,71,24
tcc-miR169a,93,95,4.5,4.5,2.0,0,1,6,71,24
tcc-miR169c,93,95,4.5,4.5,2.0,0,1,6,71,24
tcc-miR169e,93,95,4.5,4.5,2.0,0,1,6,71,24
vvi-miR169f,93,95,4.5,4.5,2.0,0,1,6,71,24
vvi-miR169g,93,95,4.5,4.5,2.0,0,1,6,71,24
