Gene_ID	Metabolite_Category	Description	SwissProt_Hit	NR_Hit	GOs	KEGG_Pathway
CcGene_28825	Glycosyltransferase	Belongs to the glycosyltransferase 31 family	sp|Q6NQB7|B3GT7_ARATH	KAK1371894.1	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0008378,GO:0012505,GO:0016740,GO:0016757,GO:0016758,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0048531	-
CcGene_28845	Cytochrome P450	Cytochrome p450	sp|Q42600|C84A1_ARATH	XP_017218901.1	GO:0003674,GO:0003824,GO:0004497,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0006725,GO:0008150,GO:0008152,GO:0009058,GO:0009314,GO:0009411,GO:0009416,GO:0009628,GO:0009698,GO:0009699,GO:0009808,GO:0009809,GO:0009987,GO:0010224,GO:0012505,GO:0016020,GO:0016491,GO:0016705,GO:0016709,GO:0019438,GO:0019748,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044249,GO:0044424,GO:0044444,GO:0044464,GO:0044550,GO:0050896,GO:0055114,GO:0071704,GO:1901360,GO:1901362,GO:1901576	ko00940,ko01100,ko01110,map00940,map01100,map01110
CcGene_29262	Cytochrome P450	Cytochrome p450	sp|Q2QYH7|C14C2_ORYSJ	WOG84968.1	-	-
CcGene_29323	Glycosyltransferase	Belongs to the glycosyltransferase 8 family	sp|Q8GWW4|GUX2_ARATH	CAK7347556.1	GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005829,GO:0005975,GO:0005976,GO:0005977,GO:0005978,GO:0006073,GO:0006091,GO:0006112,GO:0008150,GO:0008152,GO:0008194,GO:0008466,GO:0009058,GO:0009059,GO:0009250,GO:0009832,GO:0009834,GO:0009987,GO:0010383,GO:0010410,GO:0010413,GO:0010417,GO:0012505,GO:0015020,GO:0015980,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0033692,GO:0034637,GO:0034645,GO:0035251,GO:0042546,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044036,GO:0044038,GO:0044042,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044424,GO:0044444,GO:0044464,GO:0045491,GO:0045492,GO:0046527,GO:0055114,GO:0070589,GO:0070592,GO:0071554,GO:0071669,GO:0071704,GO:0071840,GO:0080116,GO:1901576	-
CcGene_29354	Cytochrome P450	cytochrome P450	sp|Q50EK3|C04C1_PINTA	KAK1361036.1	-	-
CcGene_29466	Cytochrome P450	cytochrome P450	sp|Q9FMY1|C86B1_ARATH	XP_017243443.1	GO:0000038,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006725,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009698,GO:0009699,GO:0009987,GO:0010345,GO:0012505,GO:0016053,GO:0019438,GO:0019748,GO:0019752,GO:0032787,GO:0042761,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044550,GO:0046394,GO:0071704,GO:0072330,GO:1901360,GO:1901362,GO:1901576	ko00073,map00073
CcGene_29772	Cytochrome P450	Cytochrome p450	sp|H2DH18|C7A12_PANGI	XP_017258861.1	GO:0003674,GO:0003824,GO:0004497,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0008150,GO:0008152,GO:0009058,GO:0012505,GO:0016020,GO:0016491,GO:0016705,GO:0016709,GO:0019748,GO:0031090,GO:0031984,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0044550,GO:0055114,GO:0098827	-
CcGene_30061	Glycosyltransferase	Belongs to the UDP-glycosyltransferase family	sp|Q2V6K0|UFOG6_FRAAN	XP_074379925.1	-	-
CcGene_30194	Cytochrome P450	Cytochrome p450	sp|O81973|C93A3_SOYBN	KAK1391098.1	GO:0003674,GO:0003824,GO:0004497,GO:0005575,GO:0008150,GO:0008152,GO:0009058,GO:0016020,GO:0016491,GO:0016705,GO:0016709,GO:0019748,GO:0044550,GO:0055114	ko00140,ko00380,ko00830,ko00943,ko00980,ko01100,ko04913,ko04917,ko04927,ko04934,ko05204,map00140,map00380,map00830,map00943,map00980,map01100,map04913,map04917,map04927,map04934,map05204
CcGene_30340	Cytochrome P450	Cytochrome p450	sp|Q7XU38|C87A3_ORYSJ	XP_017231286.1	GO:0003674,GO:0003824,GO:0004497,GO:0006629,GO:0006694,GO:0007275,GO:0008150,GO:0008152,GO:0008202,GO:0008610,GO:0009058,GO:0010268,GO:0010817,GO:0016125,GO:0016128,GO:0016129,GO:0016131,GO:0016132,GO:0016491,GO:0032501,GO:0032502,GO:0042445,GO:0042446,GO:0042592,GO:0044238,GO:0048856,GO:0048878,GO:0055088,GO:0055114,GO:0065007,GO:0065008,GO:0071704,GO:1901360,GO:1901362,GO:1901576,GO:1901615,GO:1901617	ko00830,ko01100,map00830,map01100
CcGene_30345	Acyltransferase	Belongs to the membrane-bound acyltransferase family	sp|F4IDU4|MBOA1_ARATH	XP_017235779.1	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005886,GO:0006629,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009247,GO:0009987,GO:0012505,GO:0016020,GO:0016740,GO:0016746,GO:0016747,GO:0019374,GO:0019375,GO:0019637,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044424,GO:0044444,GO:0044464,GO:0045017,GO:0046467,GO:0046486,GO:0071617,GO:0071704,GO:0071944,GO:0090407,GO:1901135,GO:1901137,GO:1901576,GO:1903509	ko00561,ko00564,ko00565,ko01100,ko01110,map00561,map00564,map00565,map01100,map01110
CcGene_31132	Glycosyltransferase	glycosyltransferase	sp|Q6ZFR0|XAT2_ORYSJ	XP_074369334.1	-	ko00514,ko00515,ko01100,map00514,map00515,map01100
CcGene_31257	Acyltransferase	Glycerol-3-phosphate acyltransferase 3-like	sp|Q8GWG0|GPAT9_ARATH	XP_063941778.1	GO:0000003,GO:0003006,GO:0003674,GO:0003824,GO:0004366,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0005886,GO:0006072,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006638,GO:0006639,GO:0006641,GO:0006651,GO:0006793,GO:0006796,GO:0007275,GO:0008150,GO:0008152,GO:0008374,GO:0008610,GO:0009058,GO:0009555,GO:0009791,GO:0009987,GO:0010152,GO:0010154,GO:0010344,GO:0010876,GO:0012505,GO:0016020,GO:0016053,GO:0016740,GO:0016746,GO:0016747,GO:0019432,GO:0019637,GO:0019752,GO:0019915,GO:0021700,GO:0022414,GO:0031984,GO:0032501,GO:0032502,GO:0032787,GO:0033036,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043621,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045017,GO:0046339,GO:0046394,GO:0046460,GO:0046463,GO:0046486,GO:0048229,GO:0048316,GO:0048608,GO:0048731,GO:0048856,GO:0051179,GO:0051235,GO:0052646,GO:0061458,GO:0065007,GO:0065008,GO:0071704,GO:0071840,GO:0071944,GO:0072330,GO:0098827,GO:1901135,GO:1901576	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110
CcGene_31311	Glycosyltransferase	Belongs to the glycosyltransferase 31 family	sp|Q8L7M1|B3GTE_ARATH	KAL1815380.1	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0012505,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	-
CcGene_31327	Glycosyltransferase	xyloglucan glycosyltransferase	sp|Q9ZQB9|CSLCC_ARATH	XP_017248073.1	-	-
CcGene_31474	Acyltransferase	Acyltransferase C-terminus	sp|P93051|ERDL7_ARATH	KAK2990542.1	-	ko00561,ko00564,ko01100,ko01110,ko04072,map00561,map00564,map01100,map01110,map04072
CcGene_31544	Cytochrome P450	Belongs to the cytochrome P450 family	sp|Q9SAA9|CP511_ARATH	XP_017258966.1	GO:0003674,GO:0003824,GO:0004497,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005794,GO:0005886,GO:0006629,GO:0006694,GO:0008150,GO:0008152,GO:0008202,GO:0008398,GO:0008610,GO:0009058,GO:0012505,GO:0016020,GO:0016125,GO:0016126,GO:0016491,GO:0016705,GO:0016709,GO:0032451,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0055114,GO:0070988,GO:0071704,GO:0071944,GO:1901360,GO:1901362,GO:1901576,GO:1901615,GO:1901617	ko00100,ko01100,ko01110,ko01130,map00100,map01100,map01110,map01130
CcGene_31613	Acyltransferase	glycerol-3-phosphate acyltransferase	sp|Q9FZ22|GPAT2_ARATH	XP_017237416.1	GO:0003674,GO:0003824,GO:0005575,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008374,GO:0009058,GO:0009059,GO:0009987,GO:0010143,GO:0016020,GO:0016311,GO:0016740,GO:0016746,GO:0016747,GO:0016787,GO:0016788,GO:0016791,GO:0042578,GO:0043170,GO:0044237,GO:0071704,GO:0090447,GO:1901576	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110
CcGene_31729	Glycosyltransferase	Belongs to the UDP-glycosyltransferase family	sp|Q9SGA8|U83A1_ARATH	WOH13365.1	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0008194,GO:0016740,GO:0016757,GO:0016758,GO:0035251,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0046527,GO:0080043,GO:0080044	-
CcGene_31776	Glycosyltransferase	Belongs to the glycosyltransferase 8 family	sp|Q9LSB1|GUX1_ARATH	KAK1403831.1	GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005829,GO:0005975,GO:0005976,GO:0005977,GO:0005978,GO:0006073,GO:0006091,GO:0006112,GO:0008150,GO:0008152,GO:0008194,GO:0008466,GO:0009058,GO:0009059,GO:0009250,GO:0009832,GO:0009834,GO:0009987,GO:0010383,GO:0010410,GO:0010413,GO:0010417,GO:0012505,GO:0015020,GO:0015980,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0033692,GO:0034637,GO:0034645,GO:0035251,GO:0042546,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044036,GO:0044038,GO:0044042,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044424,GO:0044444,GO:0044464,GO:0045491,GO:0045492,GO:0046527,GO:0055114,GO:0070589,GO:0070592,GO:0071554,GO:0071669,GO:0071704,GO:0071840,GO:0080116,GO:1901576	-
CcGene_31967	Acyltransferase	Acyltransferase	sp|Q8L7R3|LPCT1_ARATH	XP_017258413.1	GO:0000038,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005783,GO:0005794,GO:0006082,GO:0006629,GO:0006631,GO:0006644,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008374,GO:0008610,GO:0008654,GO:0009058,GO:0009987,GO:0012505,GO:0016740,GO:0016746,GO:0016747,GO:0019637,GO:0019752,GO:0032787,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0047184,GO:0050200,GO:0071617,GO:0071618,GO:0071704,GO:0090407,GO:1901576	ko00564,ko00565,ko01100,map00564,map00565,map01100
CcGene_32199	Cytochrome P450	Belongs to the cytochrome P450 family	sp|A9QNE7|ABAH1_SOLLC	XP_017254873.1	GO:0003674,GO:0003824,GO:0004497,GO:0006629,GO:0006694,GO:0007275,GO:0008150,GO:0008152,GO:0008202,GO:0008610,GO:0009058,GO:0010268,GO:0010295,GO:0010817,GO:0016125,GO:0016128,GO:0016129,GO:0016131,GO:0016132,GO:0016491,GO:0016705,GO:0016709,GO:0032501,GO:0032502,GO:0042445,GO:0042446,GO:0042592,GO:0044238,GO:0048856,GO:0048878,GO:0055088,GO:0055114,GO:0065007,GO:0065008,GO:0071704,GO:1901360,GO:1901362,GO:1901576,GO:1901615,GO:1901617	ko00906,map00906
CcGene_32390	Glycosyltransferase	Belongs to the UDP-glycosyltransferase family	sp|F8WKW1|UGT2_GARJA	XAV45611.1	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0008194,GO:0015020,GO:0016740,GO:0016757,GO:0016758,GO:0035251,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0046527,GO:0050403,GO:0050502,GO:0080043,GO:0080044	-
CcGene_32581	Glycosyltransferase	Belongs to the glycosyltransferase 1 family. Bacterial plant glycogen synthase subfamily	sp|P93568|SSY1_SOLTU	XP_017241371.1	GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0005976,GO:0005982,GO:0006073,GO:0008150,GO:0008152,GO:0009011,GO:0009058,GO:0009059,GO:0009250,GO:0009501,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0009987,GO:0010021,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0019252,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044042,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0046527,GO:0071704,GO:1901135,GO:1901137,GO:1901576,GO:2000896	ko00500,ko01100,ko01110,ko02026,map00500,map01100,map01110,map02026
CcGene_32591	Other Secondary Metabolism	Catalyzes the condensation of isopentenyl diphosphate (IPP) with allylic pyrophosphates generating different type of terpenoids	sp|Q56Y11|DDPS2_ARATH	WOG84518.1	-	ko00900,ko01110,map00900,map01110
CcGene_32936	Cytochrome P450	cytochrome P450	sp|H2DH18|C7A12_PANGI	WOG93768.1	GO:0003674,GO:0003824,GO:0004497,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0008150,GO:0008152,GO:0009058,GO:0012505,GO:0016020,GO:0016491,GO:0016705,GO:0016709,GO:0019748,GO:0031090,GO:0031984,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0044550,GO:0055114,GO:0098827	-
CcGene_33026	Cytochrome P450	Belongs to the cytochrome P450 family	sp|Q9SZ46|C82C4_ARATH	XP_017244377.1	GO:0003674,GO:0003824,GO:0004497,GO:0005575,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0010035,GO:0010038,GO:0010039,GO:0016020,GO:0016491,GO:0016705,GO:0016709,GO:0019748,GO:0042221,GO:0044550,GO:0050896,GO:0051716,GO:0055114,GO:0070887,GO:0071241,GO:0071248,GO:0071281	ko00140,ko01100,ko04913,ko04917,ko04927,ko04934,map00140,map01100,map04913,map04917,map04927,map04934
CcGene_33107	Glycosyltransferase	UDP-glycosyltransferase 89A2-like	sp|Q9LZD8|U89A2_ARATH	XP_017224047.1	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0008194,GO:0016740,GO:0016757,GO:0016758,GO:0035251,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0046527,GO:0080043,GO:0080044	-
CcGene_33250	Cytochrome P450	Belongs to the cytochrome P450 family	sp|K4CI52|ABAH2_SOLLC	KAK1367695.1	GO:0001101,GO:0003674,GO:0003824,GO:0004497,GO:0006066,GO:0006082,GO:0006629,GO:0006694,GO:0006714,GO:0006720,GO:0006721,GO:0006950,GO:0007275,GO:0008150,GO:0008152,GO:0008202,GO:0008300,GO:0008610,GO:0009056,GO:0009058,GO:0009314,GO:0009414,GO:0009415,GO:0009416,GO:0009628,GO:0009639,GO:0009687,GO:0009987,GO:0010035,GO:0010268,GO:0010295,GO:0010817,GO:0016042,GO:0016054,GO:0016107,GO:0016115,GO:0016125,GO:0016128,GO:0016129,GO:0016131,GO:0016132,GO:0016491,GO:0016705,GO:0016709,GO:0019752,GO:0032501,GO:0032502,GO:0032787,GO:0042221,GO:0042445,GO:0042446,GO:0042592,GO:0043288,GO:0043290,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0046164,GO:0046345,GO:0046395,GO:0048856,GO:0048878,GO:0050896,GO:0055088,GO:0055114,GO:0065007,GO:0065008,GO:0071704,GO:0072329,GO:1901360,GO:1901362,GO:1901575,GO:1901576,GO:1901615,GO:1901616,GO:1901617,GO:1901700,GO:1902644	ko00906,map00906
CcGene_33260	Glycosyltransferase	Belongs to the glycosyltransferase 8 family	sp|O04536|GATL9_ARATH	KAL1807220.1	GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005975,GO:0005976,GO:0008150,GO:0008152,GO:0008194,GO:0009058,GO:0009059,GO:0012505,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0047262,GO:0071704,GO:1901576	-
