id	gene_id	contig	start	end	strand	metabolite_category	description	gos	kegg_pathway
940	CcGene_29203	CcContig_129576	38454	44232	-	Secondary Metabolite	5521.1abscisic acid 8'-hydroxylase CYP707A2-like [Apium graveolens]	GO:0005506, GO:0009687, GO:0016125, GO:0016709, GO:0020037	Endogenous sterols
941	CcGene_14991	CcContig_082705	8760	9382	-	Secondary Metabolite	KAL8123082.1hypothetical protein AgCh_011172 [Apium graveolens]	GO:0000976, GO:0003700, GO:0005634, GO:0006950, GO:0045893	Primary root development
942	CcGene_15553	CcContig_046539	27366	30700	+	Secondary Metabolite	5887.1hexokinase-2, chloroplastic [Daucus carota subsp. sativus]	GO:0001678, GO:0004340, GO:0005524, GO:0005536, GO:0005739, GO:0005829, GO:0006006, GO:0006096, GO:0008865, GO:0046835, GO:0051156	Glycolysis; Cytosolic glycolysis; Plastid glycolysis
943	CcGene_05316	CcContig_002011	30930	35880	-	Secondary Metabolite	3783.1protein argonaute MEL1 [Daucus carota subsp. sativus]	GO:0003723, GO:0004521, GO:0005515, GO:0005737, GO:0035194	Post-transcriptional silencing by small RNAs
944	CcGene_20160	CcContig_108036	9471	10737	+	Secondary Metabolite	KAL1817144.1hypothetical protein ACET3Z_019718 [Daucus carota]	GO:0005509, GO:0005886, GO:0009705, GO:0015271, GO:0022841, GO:0030322, GO:0071805	HCN channels; TWIK-related spinal cord K+ channel (TRESK); Voltage gated Potassium channels; TWIK related potassium channel (TREK); Tandem pore domain halothane-inhibited K+ channel (THIK); TWIK-releated acid-sensitive K+ channel (TASK); TWIK-related alkaline pH activated K+ channel (TALK)
945	CcGene_13009	CcContig_108450	121122	121664	-	Secondary Metabolite	ACD44407.1cytochrome oxidase subunit 1, partial [Cornus alternifolia]	GO:0004129, GO:0006123, GO:0015990, GO:0016020, GO:0020037	Mitochondrial protein degradation; Complex IV assembly; Auxin signalling; Reproductive meristem phase change; Lateral root initiation
946	CcGene_09327	CcContig_114390	28723	32713	+	Secondary Metabolite	9209.1putative E3 ubiquitin-protein ligase LUL4 [Apium graveolens]	GO:0016567, GO:0061630	E3 ubiquitin ligases ubiquitinate target proteins
947	CcGene_12193	CcContig_099997	51731	58180	-	Secondary Metabolite	0433.1pyruvate dehydrogenase E1 component subunit beta-3, chloroplastic isoform X1 [Daucus carota subsp. sativus]	GO:0004739, GO:0006086	PDH complex synthesizes acetyl-CoA from PYR
948	CcGene_08862	CcContig_049837	10438	14751	+	Secondary Metabolite	KAK1403274.1Alanine transaminase [Heracleum sosnowskyi]	GO:0004021, GO:0008453, GO:0009853, GO:0030170, GO:0047958	Photorespiration
949	CcGene_27267	CcContig_121359	18195	21639	+	Secondary Metabolite	3672.1protein argonaute 2 [Daucus carota subsp. sativus]	GO:0003723, GO:0004521, GO:0005515, GO:0005737, GO:0035194	Post-transcriptional silencing by small RNAs
950	CcGene_16599	CcContig_114706	18861	23906	+	Secondary Metabolite	0048.1probable cellulose synthase A catalytic subunit 5 [UDP-forming] [Daucus carota subsp. sativus]	GO:0005802, GO:0005886, GO:0009833, GO:0016760, GO:0030244	Cellulose biosynthesis
951	CcGene_22999	CcContig_074763	12592	16101	-	Secondary Metabolite	8641.125.3 kDa vesicle transport protein SEC22-1-like [Daucus carota subsp. sativus]	GO:0000139, GO:0005484, GO:0005789, GO:0005793, GO:0006888, GO:0006890, GO:0012507, GO:0031201, GO:0048280	COPII-mediated vesicle transport; Cargo concentration in the ER; COPI-dependent Golgi-to-ER retrograde traffic; ER-Phagosome pathway; Photorespiration; Glutamate biosynthesis I
952	CcGene_22319	CcContig_140193	43412	56718	-	Secondary Metabolite	7146.1DNA repair protein REV1 isoform X1 [Daucus carota subsp. sativus]	GO:0003684, GO:0003887, GO:0005634, GO:0006281, GO:0017125, GO:0042276, GO:0070987	Translesion synthesis by POLK; Translesion Synthesis by POLH; Translesion synthesis by REV1; Translesion synthesis by POLI
953	CcGene_14498	CcContig_000656	12288	18701	-	Secondary Metabolite	2684.1ABC transporter B family member 20 [Daucus carota subsp. sativus]	GO:0005524, GO:0015421, GO:0016020, GO:0016887, GO:0055085	ABC-family proteins mediated transport
954	CcGene_16416	CcContig_125276	90240	90977	-	Secondary Metabolite	1917.1enoyl-CoA delta isomerase 1, peroxisomal [Daucus carota subsp. sativus]	GO:0004165, GO:0005777, GO:0006635	mitochondrial fatty acid beta-oxidation of unsaturated fatty acids
955	CcGene_05944	CcContig_101050	140272	150220	-	Secondary Metabolite	KAL8144674.1hypothetical protein AgCh_003028 [Apium graveolens]	GO:0005802, GO:0005886, GO:0009833, GO:0016760, GO:0030244	Cellulose biosynthesis
956	CcGene_21007	CcContig_049800	38226	42647	-	Secondary Metabolite	KAL1813111.1hypothetical protein ACET3Z_023176 [Daucus carota]	GO:0005886, GO:0009506, GO:0022857, GO:0055085	Vitamin C (ascorbate) metabolism; Galactosylcyclitol biosynthesis
957	CcGene_28050	CcContig_120199	58498	60794	+	Secondary Metabolite	0615.1probable trehalose-phosphate phosphatase F isoform X1 [Daucus carota subsp. sativus]	GO:0004805, GO:0005992	Trehalose biosynthesis; Trehalose biosynthesis I
958	CcGene_02089	CcContig_117707	32228	38822	-	Secondary Metabolite	7607.1peroxisomal fatty acid beta-oxidation multifunctional protein MFP2 [Daucus carota subsp. sativus]	GO:0003857, GO:0005777, GO:0006635, GO:0070403	Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA; Beta oxidation of palmitoyl-CoA to myristoyl-CoA; Beta oxidation of myristoyl-CoA to lauroyl-CoA; Beta oxidation of butanoyl-CoA to acetyl-CoA; Beta oxidation of hexanoyl-CoA to butanoyl-CoA; Beta oxidation of octanoyl-CoA to hexanoyl-CoA; Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA
959	CcGene_08766	CcContig_097752	4799	8810	+	Secondary Metabolite	7628.1tRNA dimethylallyltransferase 2 [Daucus carota subsp. sativus]	GO:0005739, GO:0006400, GO:0052381	Synthesis of wybutosine at G37 of tRNA(Phe); tRNA modification in the nucleus and cytosol
960	CcGene_07661	CcContig_102490	7293	15379	+	Secondary Metabolite	KAL8157332.1hypothetical protein AgCh_002145 [Apium graveolens]	GO:0005737, GO:0005980, GO:0008184, GO:0030170	Glycogen breakdown (glycogenolysis)
961	CcGene_07812	CcContig_144586	31965	38330	+	Secondary Metabolite	KAK1401881.1ATP-dependent DNA helicase [Heracleum sosnowskyi]	GO:0000723, GO:0006281, GO:0043139	Fanconi Anemia Pathway in DNA repair
962	CcGene_26697	CcContig_100189	13522	14141	+	Secondary Metabolite	9623.1uncharacterized protein LOC108212409 [Daucus carota subsp. sativus]	GO:0000723, GO:0003678, GO:0006281	Fanconi Anemia Pathway in DNA repair
963	CcGene_06022	CcContig_049360	60903	63899	-	Secondary Metabolite	2733.1formin-like protein 20 isoform X3 [Daucus carota subsp. sativus]	GO:0003779, GO:0005856, GO:0030036	MET interacts with TNS proteins
964	CcGene_26993	CcContig_047120	76629	78733	-	Secondary Metabolite	8761.1U-box domain-containing protein 4 [Daucus carota subsp. sativus]	GO:0004842, GO:0005515, GO:0016567	Antigen processing: Ubiquitination & Proteasome degradation; Recognition of fungal and bacterial pathogens and immunity response
965	CcGene_00145	CcContig_099832	1412	1561	+	Secondary Metabolite	4503.1uncharacterized protein LOC141705465 [Apium graveolens]	GO:0000723, GO:0006281, GO:0043139	Fanconi Anemia Pathway in DNA repair
966	CcGene_07959	CcContig_136554	11025	13891	+	Secondary Metabolite	KAK1381480.1putative alpha,alpha-trehalose-phosphate synthase [UDP-forming] 9 [Heracleum sosnowskyi]	GO:0004805, GO:0005829, GO:0005992	Trehalose biosynthesis; Trehalose biosynthesis I
967	CcGene_06522	CcContig_048003	21240	30408	+	Secondary Metabolite	0179.1diacylglycerol O-acyltransferase 1 [Daucus carota subsp. sativus]	GO:0004144, GO:0005789, GO:0009941, GO:0019432	Triglyceride biosynthesis
968	CcGene_14034	CcContig_117487	5489	10382	+	Secondary Metabolite	KAK1389079.1Exonuclease/helicase-like [Heracleum sosnowskyi]	GO:0003723, GO:0004521, GO:0005515, GO:0005737, GO:0035194	Post-transcriptional silencing by small RNAs
969	CcGene_22004	CcContig_117224	4807	7599	-	Secondary Metabolite	KAK1376425.1AT-hook motif nuclear-localized protein [Heracleum sosnowskyi]	GO:0003680	Regulation of seed germination and coleoptile growth under submergence and normal gravity environment
970	CcGene_17149	CcContig_132273	10634	25778	+	Secondary Metabolite	6876.1E3 ubiquitin-protein ligase UPL2 [Daucus carota subsp. sativus]	GO:0000209, GO:0004842, GO:0005515	Antigen processing: Ubiquitination & Proteasome degradation
971	CcGene_07050	CcContig_132347	6624	9569	-	Secondary Metabolite	2651.1probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 10 [Daucus carota subsp. sativus]	GO:0004805, GO:0005829, GO:0005992	Trehalose biosynthesis; Trehalose biosynthesis I
972	CcGene_27221	CcContig_141351	32182	36853	+	Secondary Metabolite	KAK1388787.1Citrate synthase [Heracleum sosnowskyi]	GO:0005759, GO:0005975, GO:0006099, GO:0046912	Citric acid cycle (TCA cycle); The tricarboxylic acid cycle; TCA cycle (plant)
973	CcGene_02074	CcContig_093866	196	2547	+	Secondary Metabolite	2582.1protein argonaute 4 [Daucus carota subsp. sativus]	GO:0003723, GO:0004521, GO:0005737, GO:0035194	Post-transcriptional silencing by small RNAs
974	CcGene_00421	CcContig_097766	19695	34317	-	Secondary Metabolite	2121.1uncharacterized protein LOC108214566 isoform X2 [Daucus carota subsp. sativus]	GO:0004519, GO:0005524, GO:0006298, GO:0016887, GO:0030983, GO:0045910	Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha); Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)
975	CcGene_10718	CcContig_108550	78135	82533	+	Secondary Metabolite	7955.1BRAP2 RING ZnF UBP domain-containing protein 1 [Daucus carota subsp. sativus]	GO:0005737, GO:0007265, GO:0008270, GO:0016567, GO:0061630	E3 ubiquitin ligases ubiquitinate target proteins
976	CcGene_06768	CcContig_060839	33148	43750	+	Secondary Metabolite	KAL1824609.1hypothetical protein ACET3Z_011387 [Daucus carota]	GO:0003697, GO:0004520, GO:0005634, GO:0006289, GO:0016788	Dual Incision in GG-NER
977	CcGene_17000	CcContig_109493	85731	87659	+	Secondary Metabolite	KAL1829283.1hypothetical protein ACET3Z_007695 [Daucus carota]	GO:0003735, GO:0005762, GO:0006412	Mitochondrial translation elongation; Mitochondrial translation termination
978	CcGene_06712	CcContig_049019	12748	28017	-	Secondary Metabolite	KAK1385652.1Protein ALWAYS EARLY 3 [Heracleum sosnowskyi]	GO:0003677, GO:0005654, GO:0006357, GO:0017053, GO:0051726	Polo-like kinase mediated events
979	CcGene_28011	CcContig_121099	28539	31526	-	Secondary Metabolite	7267.1cysteine synthase [Daucus carota subsp. sativus]	GO:0004124, GO:0005737, GO:0019344	Cysteine biosynthesis I
980	CcGene_29381	CcContig_059022	42772	61466	+	Secondary Metabolite	7469.1NAD-dependent malic enzyme 62 kDa isoform, mitochondrial [Daucus carota subsp. sativus]	GO:0004471, GO:0005509, GO:0005739, GO:0006090, GO:0006108, GO:0051287	Pyruvate metabolism
981	CcGene_02653	CcContig_015371	21598	39914	+	Secondary Metabolite	9048.2DNA ligase 4 [Daucus carota subsp. sativus]	GO:0003677, GO:0003910, GO:0005524, GO:0006297, GO:0006303, GO:0006310, GO:0032807	Non-homologous end joining (NHEJ); Nonhomologous End-Joining (NHEJ); Gap-filling DNA repair synthesis and ligation in GG-NER
982	CcGene_11991	CcContig_139094	31655	38222	-	Secondary Metabolite	KAL1802464.1hypothetical protein ACET3Z_031111 [Daucus carota]	GO:0003860, GO:0006574	Branched-chain amino acid catabolism; Valine degradation
983	CcGene_11554	CcContig_050416	11672	18502	+	Secondary Metabolite	KAL1816724.1hypothetical protein ACET3Z_019298 [Daucus carota]	GO:0032259, GO:0051741	Methylation
984	CcGene_07005	CcContig_124753	32559	39483	-	Secondary Metabolite	5657.1AMSH-like ubiquitin thioesterase 1 isoform X2 [Daucus carota subsp. sativus]	GO:0005515, GO:0005768, GO:0016020, GO:0061578, GO:0070536, GO:0071108, GO:0140492	Metalloprotease DUBs
985	CcGene_00565	CcContig_076513	35861	45863	+	Secondary Metabolite	0299.1uncharacterized protein LOC108205048 isoform X1 [Daucus carota subsp. sativus]	GO:0003910, GO:0004484, GO:0005524, GO:0006281, GO:0006310, GO:0006370, GO:0006470, GO:0140818	mRNA Capping
986	CcGene_08398	CcContig_098978	132546	135122	-	Secondary Metabolite	0225.1pyruvate dehydrogenase E1 component subunit alpha-3, chloroplastic [Daucus carota subsp. sativus]	GO:0004739, GO:0006086, GO:0043231	PDH complex synthesizes acetyl-CoA from PYR
987	CcGene_26063	CcContig_103967	146463	149956	+	Secondary Metabolite	KAK1393167.1Phosphoglycerate kinase [Heracleum sosnowskyi]	GO:0004618, GO:0005524, GO:0005829, GO:0006094, GO:0006096, GO:0043531	Gluconeogenesis; Glycolysis; Cytosolic glycolysis; Plastid glycolysis
988	CcGene_10992	CcContig_050544	9886	12255	-	Secondary Metabolite	1122.1serine/arginine-rich splicing factor SC35-like isoform X3 [Apium graveolens]	GO:0003723	mRNA Splicing - Minor Pathway; mRNA 3'-end processing; RNA Polymerase II Transcription Termination
989	CcGene_10587	CcContig_119230	75993	82254	-	Secondary Metabolite	8453.13-hydroxyisobutyryl-CoA hydrolase-like protein 5 [Daucus carota subsp. sativus]	GO:0003860, GO:0006574	Valine degradation
990	CcGene_21742	CcContig_121451	5189	6120	-	Secondary Metabolite	KAK1367977.1endoribonuclease Dicer-like [Heracleum sosnowskyi]	GO:0003723, GO:0004525, GO:0005524, GO:0005634, GO:0005737, GO:0010267, GO:0051607	OAS antiviral response
991	CcGene_12946	CcContig_132165	10025	15043	-	Secondary Metabolite	KAL1817684.1hypothetical protein ACET3Z_020258 [Daucus carota]	GO:0003723, GO:0004525, GO:0005634, GO:0005737, GO:0030422	Small interfering RNA (siRNA) biogenesis
992	CcGene_07506	CcContig_123472	30241	31565	+	Secondary Metabolite	WOG95444.1hypothetical protein DCAR_0414763 [Daucus carota subsp. sativus]	GO:0005975, GO:0006098, GO:0017057	Pentose phosphate pathway
993	CcGene_20514	CcContig_092807	15151	16659	-	Secondary Metabolite	KAL1830382.1hypothetical protein ACET3Z_000033 [Daucus carota]	GO:0008171, GO:0008757, GO:0032259, GO:0046983	Methylation
994	CcGene_09536	CcContig_111259	8445	12496	-	Secondary Metabolite	KAL1815365.1hypothetical protein ACET3Z_017939 [Daucus carota]	GO:0000103, GO:0008441, GO:0046854	Sulfate assimilation
995	CcGene_16016	CcContig_119277	38485	43449	-	Secondary Metabolite	2504.1uncharacterized protein LOC108206644 [Daucus carota subsp. sativus]	GO:0005737, GO:0016491	RA biosynthesis pathway
996	CcGene_24805	CcContig_136056	11637	14887	-	Secondary Metabolite	WOH08474.1hypothetical protein DCAR_0727915 [Daucus carota subsp. sativus]	GO:0000398, GO:0003723, GO:0016607	mRNA Splicing - Major Pathway
997	CcGene_14848	CcContig_147212	11398	13343	+	Secondary Metabolite	4762.1fructose-bisphosphate aldolase 1, chloroplastic [Daucus carota subsp. sativus]	GO:0004332, GO:0005829, GO:0006096, GO:0030388	Glycolysis; Cytosolic glycolysis; Plastid glycolysis
998	CcGene_18014	CcContig_137139	5179	29495	-	Secondary Metabolite	source UniProtKB	GO:0005524, GO:0016020, GO:0016887, GO:0055085, GO:0140359	Aspirin ADME; Heme degradation; Atorvastatin ADME; Paracetamol ADME; ABC-family proteins mediated transport; Arsenic uptake and detoxification
999	CcGene_15751	CcContig_092482	93019	102914	+	Secondary Metabolite	KAL1815828.1hypothetical protein ACET3Z_018402 [Daucus carota]	GO:0003825, GO:0004805, GO:0005829, GO:0005992	Trehalose biosynthesis; Trehalose biosynthesis I
1000	CcGene_20989	CcContig_007647	25866	31481	-	Secondary Metabolite	WOH11943.1hypothetical protein DCAR_0831439 [Daucus carota subsp. sativus]	GO:0004672, GO:0005515, GO:0006468	Interleukin-1 signaling; PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling; SNAC1 transcription network involved in drought and salinity tolerance; Response to Drought
1001	CcGene_05230	CcContig_047668	4739	5220	-	Secondary Metabolite	1731.1amino-acid permease BAT1 homolog [Daucus carota subsp. sativus]	GO:0005313, GO:0015180, GO:0015185, GO:0015189, GO:0015812, GO:0016020, GO:0055085	Miscellaneous transport and binding events
1002	CcGene_17997	CcContig_089827	10149	17704	+	Secondary Metabolite	3247.1uncharacterized protein LOC108208450 isoform X1 [Daucus carota subsp. sativus]	GO:0005096, GO:0090630	TBC/RABGAPs
1003	CcGene_20112	CcContig_128566	37001	52225	-	Secondary Metabolite	6598.1phospholipase D zeta 1 isoform X2 [Daucus carota subsp. sativus]	GO:0004630, GO:0005886, GO:0006654, GO:0009395, GO:0035556	Synthesis of PA
1004	CcGene_17008	CcContig_047578	9635	14214	-	Secondary Metabolite	6968.1respiratory burst oxidase homolog protein B [Daucus carota subsp. sativus]	GO:0004601, GO:0005509, GO:0005886, GO:0016174	Neutrophil degranulation; Detoxification of Reactive Oxygen Species; Thyroxine biosynthesis; Recognition of fungal and bacterial pathogens and immunity response; Generation of superoxide radicals
1005	CcGene_09000	CcContig_097794	43991	51247	+	Secondary Metabolite	KAL8126997.1hypothetical protein AgCh_014061 [Apium graveolens]	GO:0003676, GO:0004523	Sulfate activation for sulfonation
1006	CcGene_05559	CcContig_048672	26478	33120	-	Secondary Metabolite	4285.1DNA replication licensing factor MCM5 [Daucus carota subsp. sativus]	GO:0000727, GO:0003688, GO:0003697, GO:0005524, GO:0005634, GO:0006270, GO:0017116, GO:0042555, GO:0043138	DNA replication Initiation
1007	CcGene_09962	CcContig_032902	18106	27903	+	Secondary Metabolite	KAL1827399.1hypothetical protein ACET3Z_005811 [Daucus carota]	GO:0004721, GO:0005515, GO:0009742	Brassinosteroid signaling
1008	CcGene_16542	CcContig_134344	53092	55066	+	Secondary Metabolite	6049.1wax ester synthase/diacylglycerol acyltransferase 4 [Daucus carota subsp. sativus]	GO:0004144, GO:0005886, GO:0019432	Triglyceride biosynthesis
1009	CcGene_20994	CcContig_120541	19269	21314	-	Secondary Metabolite	2512.1serpin-ZX [Daucus carota subsp. sativus]	GO:0004867	Neutrophil degranulation
1010	CcGene_01926	CcContig_124064	127471	135837	-	Secondary Metabolite	0463.2UDP-N-acetylglucosamine diphosphorylase 1 isoform X2 [Daucus carota subsp. sativus]	GO:0003977, GO:0006048	Synthesis of UDP-N-acetyl-glucosamine
1011	CcGene_24634	CcContig_120465	9976	14117	-	Secondary Metabolite	4416.1uncharacterized protein LOC141714820 [Apium graveolens]	GO:0000723, GO:0003678, GO:0006281	Fanconi Anemia Pathway in DNA repair
1012	CcGene_12205	CcContig_004578	9779	14169	-	Secondary Metabolite	7731.1probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 7 [Daucus carota subsp. sativus]	GO:0004805, GO:0005829, GO:0005992	Trehalose biosynthesis; Trehalose biosynthesis I
1013	CcGene_13480	CcContig_104610	21034	34038	+	Secondary Metabolite	KAL1801805.1hypothetical protein ACET3Z_030452 [Daucus carota]	GO:0004638, GO:0005524, GO:0006189, GO:0009507, GO:0046872	De novo synthesis of IMP
